,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,y
1254,7.8,0.7,0.06,1.9,0.079,20.0,35.0,0.99628,3.4,0.69,10.9,8.71,8.55,15.94,1.49,1.41,1.91,0.74,0.77,0.3,2.85,3.96,2.44,0.59,0.86,0.87,40.26,20.19,20.09,35.19,35.91,35.97,1.86,2.39,2.4,4.04,3.41,3.42,1.62,1.37,2.17,11.31,11.66,22.37,5
1255,6.1,0.64,0.02,2.4,0.069,26.0,46.0,0.99358,3.47,0.45,11.0,7.01,6.85,12.54,1.37,1.35,1.79,0.7,0.73,0.22,3.35,4.96,2.94,0.57,0.84,0.86,52.26,26.19,26.09,46.19,46.91,46.97,1.86,2.39,2.4,4.11,3.48,3.49,1.14,1.13,1.69,11.41,11.76,22.57,5
1256,7.5,0.59,0.22,1.8,0.082,43.0,60.0,0.99499,3.1,0.42,9.2,8.41,8.25,15.34,1.27,1.3,1.69,0.9,0.93,0.62,2.75,3.76,2.34,0.59,0.87,0.87,86.26,43.19,43.09,60.19,60.91,60.97,1.86,2.39,2.4,3.74,3.11,3.12,1.08,1.1,1.63,9.61,9.96,18.97,5
1257,7.0,0.58,0.28,4.8,0.085,12.0,69.0,0.99633,3.32,0.7,11.0,7.91,7.75,14.34,1.25,1.29,1.67,0.96,0.99,0.74,5.75,9.76,5.34,0.6,0.87,0.87,24.26,12.19,12.09,69.19,69.91,69.97,1.86,2.39,2.4,3.96,3.33,3.34,1.64,1.38,2.19,11.41,11.76,22.57,6
1258,6.8,0.64,0.0,2.7,0.123,15.0,33.0,0.99538,3.44,0.63,11.3,7.71,7.55,13.94,1.37,1.35,1.79,0.68,0.71,0.18,3.65,5.56,3.24,0.67,0.95,0.91,30.26,15.19,15.09,33.19,33.91,33.97,1.86,2.39,2.4,4.08,3.45,3.46,1.5,1.31,2.05,11.71,12.06,23.17,6
1259,6.8,0.64,0.0,2.7,0.123,15.0,33.0,0.99538,3.44,0.63,11.3,7.71,7.55,13.94,1.37,1.35,1.79,0.68,0.71,0.18,3.65,5.56,3.24,0.67,0.95,0.91,30.26,15.19,15.09,33.19,33.91,33.97,1.86,2.39,2.4,4.08,3.45,3.46,1.5,1.31,2.05,11.71,12.06,23.17,6
1260,8.6,0.635,0.68,1.8,0.403,19.0,56.0,0.99632,3.02,1.15,9.3,9.51,9.35,17.54,1.36,1.35,1.78,1.36,1.39,1.54,2.75,3.76,2.34,1.23,1.51,1.19,38.26,19.19,19.09,56.19,56.91,56.97,1.86,2.39,2.4,3.66,3.03,3.04,2.54,1.83,3.09,9.71,10.06,19.17,5
1261,6.3,1.02,0.0,2.0,0.083,17.0,24.0,0.99437,3.59,0.55,11.2,7.21,7.05,12.94,2.13,1.73,2.55,0.68,0.71,0.18,2.95,4.16,2.54,0.59,0.87,0.87,34.26,17.19,17.09,24.19,24.91,24.97,1.86,2.39,2.4,4.23,3.6,3.61,1.34,1.23,1.89,11.61,11.96,22.97,4
1262,9.8,0.45,0.38,2.5,0.081,34.0,66.0,0.99726,3.15,0.58,9.8,10.71,10.55,19.94,0.99,1.16,1.41,1.06,1.09,0.94,3.45,5.16,3.04,0.59,0.87,0.87,68.26,34.19,34.09,66.19,66.91,66.97,1.87,2.4,2.4,3.79,3.16,3.17,1.4,1.26,1.95,10.21,10.56,20.17,5
1263,8.2,0.78,0.0,2.2,0.089,13.0,26.0,0.9978,3.37,0.46,9.6,9.11,8.95,16.74,1.65,1.49,2.07,0.68,0.71,0.18,3.15,4.56,2.74,0.61,0.88,0.88,26.26,13.19,13.09,26.19,26.91,26.97,1.87,2.4,2.41,4.01,3.38,3.39,1.16,1.14,1.71,10.01,10.36,19.77,4
1264,8.5,0.37,0.32,1.8,0.066,26.0,51.0,0.99456,3.38,0.72,11.8,9.41,9.25,17.34,0.83,1.08,1.25,1.0,1.03,0.82,2.75,3.76,2.34,0.56,0.84,0.85,52.26,26.19,26.09,51.19,51.91,51.97,1.86,2.39,2.4,4.02,3.39,3.4,1.68,1.4,2.23,12.21,12.56,24.17,6
1265,7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.99564,3.38,0.6,10.3,8.11,7.95,14.74,1.23,1.28,1.65,0.73,0.76,0.28,3.25,4.76,2.84,0.59,0.87,0.87,32.26,16.19,16.09,36.19,36.91,36.97,1.86,2.39,2.4,4.02,3.39,3.4,1.44,1.28,1.99,10.71,11.06,21.17,6
1266,7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.99564,3.38,0.6,10.3,8.11,7.95,14.74,1.23,1.28,1.65,0.73,0.76,0.28,3.25,4.76,2.84,0.59,0.87,0.87,32.26,16.19,16.09,36.19,36.91,36.97,1.86,2.39,2.4,4.02,3.39,3.4,1.44,1.28,1.99,10.71,11.06,21.17,6
1267,10.4,0.43,0.5,2.3,0.068,13.0,19.0,0.996,3.1,0.87,11.4,11.31,11.15,21.14,0.95,1.14,1.37,1.18,1.21,1.18,3.25,4.76,2.84,0.56,0.84,0.86,26.26,13.19,13.09,19.19,19.91,19.97,1.86,2.39,2.4,3.74,3.11,3.12,1.98,1.55,2.53,11.81,12.16,23.37,6
1268,6.9,0.41,0.31,2.0,0.079,21.0,51.0,0.99668,3.47,0.55,9.5,7.81,7.65,14.14,0.91,1.12,1.33,0.99,1.02,0.8,2.95,4.16,2.54,0.59,0.86,0.87,42.26,21.19,21.09,51.19,51.91,51.97,1.86,2.39,2.4,4.11,3.48,3.49,1.34,1.23,1.89,9.91,10.26,19.57,6
1269,5.5,0.49,0.03,1.8,0.044,28.0,87.0,0.9908,3.5,0.82,14.0,6.41,6.25,11.34,1.07,1.2,1.49,0.71,0.74,0.24,2.75,3.76,2.34,0.52,0.79,0.83,56.26,28.19,28.09,87.19,87.91,87.97,1.86,2.38,2.39,4.14,3.51,3.52,1.88,1.5,2.43,14.41,14.76,28.57,8
1270,5.0,0.38,0.01,1.6,0.048,26.0,60.0,0.99084,3.7,0.75,14.0,5.91,5.75,10.34,0.85,1.09,1.27,0.69,0.72,0.2,2.55,3.36,2.14,0.52,0.8,0.84,52.26,26.19,26.09,60.19,60.91,60.97,1.86,2.38,2.39,4.34,3.71,3.72,1.74,1.43,2.29,14.41,14.76,28.57,6
1271,7.3,0.44,0.2,1.6,0.049,24.0,64.0,0.9935,3.38,0.57,11.7,8.21,8.05,14.94,0.97,1.15,1.39,0.88,0.91,0.58,2.55,3.36,2.14,0.53,0.8,0.84,48.26,24.19,24.09,64.19,64.91,64.97,1.86,2.39,2.4,4.02,3.39,3.4,1.38,1.25,1.93,12.11,12.46,23.97,6
1272,5.9,0.46,0.0,1.9,0.077,25.0,44.0,0.99385,3.5,0.53,11.2,6.81,6.65,12.14,1.01,1.17,1.43,0.68,0.71,0.18,2.85,3.96,2.44,0.58,0.86,0.86,50.26,25.19,25.09,44.19,44.91,44.97,1.86,2.39,2.4,4.14,3.51,3.52,1.3,1.21,1.85,11.61,11.96,22.97,5
1273,7.5,0.58,0.2,2.0,0.073,34.0,44.0,0.99494,3.1,0.43,9.3,8.41,8.25,15.34,1.25,1.29,1.67,0.88,0.91,0.58,2.95,4.16,2.54,0.57,0.85,0.86,68.26,34.19,34.09,44.19,44.91,44.97,1.86,2.39,2.4,3.74,3.11,3.12,1.1,1.11,1.65,9.71,10.06,19.17,5
1274,7.8,0.58,0.13,2.1,0.102,17.0,36.0,0.9944,3.24,0.53,11.2,8.71,8.55,15.94,1.25,1.29,1.67,0.81,0.84,0.44,3.05,4.36,2.64,0.63,0.91,0.89,34.26,17.19,17.09,36.19,36.91,36.97,1.86,2.39,2.4,3.88,3.25,3.26,1.3,1.21,1.85,11.61,11.96,22.97,6
1275,8.0,0.715,0.22,2.3,0.075,13.0,81.0,0.99688,3.24,0.54,9.5,8.91,8.75,16.34,1.52,1.43,1.94,0.9,0.93,0.62,3.25,4.76,2.84,0.58,0.85,0.86,26.26,13.19,13.09,81.19,81.91,81.97,1.86,2.39,2.4,3.88,3.25,3.26,1.32,1.22,1.87,9.91,10.26,19.57,6
1276,8.5,0.4,0.4,6.3,0.05,3.0,10.0,0.99566,3.28,0.56,12.0,9.41,9.25,17.34,0.89,1.11,1.31,1.08,1.11,0.98,7.25,12.76,6.84,0.53,0.8,0.84,6.26,3.19,3.09,10.19,10.91,10.97,1.86,2.39,2.4,3.92,3.29,3.3,1.36,1.24,1.91,12.41,12.76,24.57,4
1277,7.0,0.69,0.0,1.9,0.114,3.0,10.0,0.99636,3.35,0.6,9.7,7.91,7.75,14.34,1.47,1.4,1.89,0.68,0.71,0.18,2.85,3.96,2.44,0.66,0.93,0.9,6.26,3.19,3.09,10.19,10.91,10.97,1.86,2.39,2.4,3.99,3.36,3.37,1.44,1.28,1.99,10.11,10.46,19.97,6
1278,8.0,0.715,0.22,2.3,0.075,13.0,81.0,0.99688,3.24,0.54,9.5,8.91,8.75,16.34,1.52,1.43,1.94,0.9,0.93,0.62,3.25,4.76,2.84,0.58,0.85,0.86,26.26,13.19,13.09,81.19,81.91,81.97,1.86,2.39,2.4,3.88,3.25,3.26,1.32,1.22,1.87,9.91,10.26,19.57,6
1279,9.8,0.3,0.39,1.7,0.062,3.0,9.0,0.9948,3.14,0.57,11.5,10.71,10.55,19.94,0.69,1.01,1.11,1.07,1.1,0.96,2.65,3.56,2.24,0.55,0.83,0.85,6.26,3.19,3.09,9.19,9.91,9.97,1.86,2.39,2.4,3.78,3.15,3.16,1.38,1.25,1.93,11.91,12.26,23.57,7
1280,7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.9956,3.37,0.64,10.4,8.01,7.85,14.54,1.01,1.17,1.43,0.88,0.91,0.58,2.85,3.96,2.44,0.58,0.86,0.86,56.26,28.19,28.09,54.19,54.91,54.97,1.86,2.39,2.4,4.01,3.38,3.39,1.52,1.32,2.07,10.81,11.16,21.37,6
1281,7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.9956,3.37,0.64,10.4,8.01,7.85,14.54,1.01,1.17,1.43,0.88,0.91,0.58,2.85,3.96,2.44,0.58,0.86,0.86,56.26,28.19,28.09,54.19,54.91,54.97,1.86,2.39,2.4,4.01,3.38,3.39,1.52,1.32,2.07,10.81,11.16,21.37,6
1282,7.9,0.765,0.0,2.0,0.084,9.0,22.0,0.99619,3.33,0.68,10.9,8.81,8.65,16.14,1.62,1.48,2.04,0.68,0.71,0.18,2.95,4.16,2.54,0.6,0.87,0.87,18.26,9.19,9.09,22.19,22.91,22.97,1.86,2.39,2.4,3.97,3.34,3.35,1.6,1.36,2.15,11.31,11.66,22.37,6
1283,8.7,0.63,0.28,2.7,0.096,17.0,69.0,0.99734,3.26,0.63,10.2,9.61,9.45,17.74,1.35,1.34,1.77,0.96,0.99,0.74,3.65,5.56,3.24,0.62,0.9,0.88,34.26,17.19,17.09,69.19,69.91,69.97,1.87,2.4,2.4,3.9,3.27,3.28,1.5,1.31,2.05,10.61,10.96,20.97,6
1284,7.0,0.42,0.19,2.3,0.071,18.0,36.0,0.99476,3.39,0.56,10.9,7.91,7.75,14.34,0.93,1.13,1.35,0.87,0.9,0.56,3.25,4.76,2.84,0.57,0.85,0.86,36.26,18.19,18.09,36.19,36.91,36.97,1.86,2.39,2.4,4.03,3.4,3.41,1.36,1.24,1.91,11.31,11.66,22.37,5
1285,11.3,0.37,0.5,1.8,0.09,20.0,47.0,0.99734,3.15,0.57,10.5,12.21,12.05,22.94,0.83,1.08,1.25,1.18,1.21,1.18,2.75,3.76,2.34,0.61,0.88,0.88,40.26,20.19,20.09,47.19,47.91,47.97,1.87,2.4,2.4,3.79,3.16,3.17,1.38,1.25,1.93,10.91,11.26,21.57,5
1286,7.1,0.16,0.44,2.5,0.068,17.0,31.0,0.99328,3.35,0.54,12.4,8.01,7.85,14.54,0.41,0.87,0.83,1.12,1.15,1.06,3.45,5.16,3.04,0.56,0.84,0.86,34.26,17.19,17.09,31.19,31.91,31.97,1.86,2.39,2.4,3.99,3.36,3.37,1.32,1.22,1.87,12.81,13.16,25.37,6
1287,8.0,0.6,0.08,2.6,0.056,3.0,7.0,0.99286,3.22,0.37,13.0,8.91,8.75,16.34,1.29,1.31,1.71,0.76,0.79,0.34,3.55,5.36,3.14,0.54,0.82,0.84,6.26,3.19,3.09,7.19,7.91,7.97,1.86,2.39,2.4,3.86,3.23,3.24,0.98,1.05,1.53,13.41,13.76,26.57,5
1288,7.0,0.6,0.3,4.5,0.068,20.0,110.0,0.99914,3.3,1.17,10.2,7.91,7.75,14.34,1.29,1.31,1.71,0.98,1.01,0.78,5.45,9.16,5.04,0.56,0.84,0.86,40.26,20.19,20.09,110.19,110.91,110.97,1.87,2.4,2.41,3.94,3.31,3.32,2.58,1.85,3.13,10.61,10.96,20.97,5
1289,7.0,0.6,0.3,4.5,0.068,20.0,110.0,0.99914,3.3,1.17,10.2,7.91,7.75,14.34,1.29,1.31,1.71,0.98,1.01,0.78,5.45,9.16,5.04,0.56,0.84,0.86,40.26,20.19,20.09,110.19,110.91,110.97,1.87,2.4,2.41,3.94,3.31,3.32,2.58,1.85,3.13,10.61,10.96,20.97,5
1290,7.6,0.74,0.0,1.9,0.1,6.0,12.0,0.99521,3.36,0.59,11.0,8.51,8.35,15.54,1.57,1.45,1.99,0.68,0.71,0.18,2.85,3.96,2.44,0.63,0.9,0.89,12.26,6.19,6.09,12.19,12.91,12.97,1.86,2.39,2.4,4.0,3.37,3.38,1.42,1.27,1.97,11.41,11.76,22.57,5
1291,8.2,0.635,0.1,2.1,0.073,25.0,60.0,0.99638,3.29,0.75,10.9,9.11,8.95,16.74,1.36,1.35,1.78,0.78,0.81,0.38,3.05,4.36,2.64,0.57,0.85,0.86,50.26,25.19,25.09,60.19,60.91,60.97,1.86,2.39,2.4,3.93,3.3,3.31,1.74,1.43,2.29,11.31,11.66,22.37,6
1292,5.9,0.395,0.13,2.4,0.056,14.0,28.0,0.99362,3.62,0.67,12.4,6.81,6.65,12.14,0.88,1.11,1.3,0.81,0.84,0.44,3.35,4.96,2.94,0.54,0.82,0.84,28.26,14.19,14.09,28.19,28.91,28.97,1.86,2.39,2.4,4.26,3.63,3.64,1.58,1.35,2.13,12.81,13.16,25.37,6
1293,7.5,0.755,0.0,1.9,0.084,6.0,12.0,0.99672,3.34,0.49,9.7,8.41,8.25,15.34,1.6,1.47,2.02,0.68,0.71,0.18,2.85,3.96,2.44,0.6,0.87,0.87,12.26,6.19,6.09,12.19,12.91,12.97,1.86,2.39,2.4,3.98,3.35,3.36,1.22,1.17,1.77,10.11,10.46,19.97,4
1294,8.2,0.635,0.1,2.1,0.073,25.0,60.0,0.99638,3.29,0.75,10.9,9.11,8.95,16.74,1.36,1.35,1.78,0.78,0.81,0.38,3.05,4.36,2.64,0.57,0.85,0.86,50.26,25.19,25.09,60.19,60.91,60.97,1.86,2.39,2.4,3.93,3.3,3.31,1.74,1.43,2.29,11.31,11.66,22.37,6
1295,6.6,0.63,0.0,4.3,0.093,51.0,77.5,0.99558,3.2,0.45,9.5,7.51,7.35,13.54,1.35,1.34,1.77,0.68,0.71,0.18,5.25,8.76,4.84,0.61,0.89,0.88,102.26,51.19,51.09,77.69,78.41,78.47,1.86,2.39,2.4,3.84,3.21,3.22,1.14,1.13,1.69,9.91,10.26,19.57,5
1296,6.6,0.63,0.0,4.3,0.093,51.0,77.5,0.99558,3.2,0.45,9.5,7.51,7.35,13.54,1.35,1.34,1.77,0.68,0.71,0.18,5.25,8.76,4.84,0.61,0.89,0.88,102.26,51.19,51.09,77.69,78.41,78.47,1.86,2.39,2.4,3.84,3.21,3.22,1.14,1.13,1.69,9.91,10.26,19.57,5
1297,7.2,0.53,0.14,2.1,0.064,15.0,29.0,0.99323,3.35,0.61,12.1,8.11,7.95,14.74,1.15,1.24,1.57,0.82,0.85,0.46,3.05,4.36,2.64,0.56,0.83,0.85,30.26,15.19,15.09,29.19,29.91,29.97,1.86,2.39,2.4,3.99,3.36,3.37,1.46,1.29,2.01,12.51,12.86,24.77,6
1298,5.7,0.6,0.0,1.4,0.063,11.0,18.0,0.99191,3.45,0.56,12.2,6.61,6.45,11.74,1.29,1.31,1.71,0.68,0.71,0.18,2.35,2.96,1.94,0.55,0.83,0.85,22.26,11.19,11.09,18.19,18.91,18.97,1.86,2.38,2.39,4.09,3.46,3.47,1.36,1.24,1.91,12.61,12.96,24.97,6
1299,7.6,1.58,0.0,2.1,0.137,5.0,9.0,0.99476,3.5,0.4,10.9,8.51,8.35,15.54,3.25,2.29,3.67,0.68,0.71,0.18,3.05,4.36,2.64,0.7,0.98,0.92,10.26,5.19,5.09,9.19,9.91,9.97,1.86,2.39,2.4,4.14,3.51,3.52,1.04,1.08,1.59,11.31,11.66,22.37,3
1300,5.2,0.645,0.0,2.15,0.08,15.0,28.0,0.99444,3.78,0.61,12.5,6.11,5.95,10.74,1.38,1.36,1.8,0.68,0.71,0.18,3.1,4.46,2.69,0.59,0.86,0.87,30.26,15.19,15.09,28.19,28.91,28.97,1.86,2.39,2.4,4.42,3.79,3.8,1.46,1.29,2.01,12.91,13.26,25.57,6
1301,6.7,0.86,0.07,2.0,0.1,20.0,57.0,0.99598,3.6,0.74,11.7,7.61,7.45,13.74,1.81,1.57,2.23,0.75,0.78,0.32,2.95,4.16,2.54,0.63,0.9,0.89,40.26,20.19,20.09,57.19,57.91,57.97,1.86,2.39,2.4,4.24,3.61,3.62,1.72,1.42,2.27,12.11,12.46,23.97,6
1302,9.1,0.37,0.32,2.1,0.064,4.0,15.0,0.99576,3.3,0.8,11.2,10.01,9.85,18.54,0.83,1.08,1.25,1.0,1.03,0.82,3.05,4.36,2.64,0.56,0.83,0.85,8.26,4.19,4.09,15.19,15.91,15.97,1.86,2.39,2.4,3.94,3.31,3.32,1.84,1.48,2.39,11.61,11.96,22.97,6
1303,8.0,0.28,0.44,1.8,0.081,28.0,68.0,0.99501,3.36,0.66,11.2,8.91,8.75,16.34,0.65,0.99,1.07,1.12,1.15,1.06,2.75,3.76,2.34,0.59,0.87,0.87,56.26,28.19,28.09,68.19,68.91,68.97,1.86,2.39,2.4,4.0,3.37,3.38,1.56,1.34,2.11,11.61,11.96,22.97,5
1304,7.6,0.79,0.21,2.3,0.087,21.0,68.0,0.9955,3.12,0.44,9.2,8.51,8.35,15.54,1.67,1.5,2.09,0.89,0.92,0.6,3.25,4.76,2.84,0.6,0.88,0.87,42.26,21.19,21.09,68.19,68.91,68.97,1.86,2.39,2.4,3.76,3.13,3.14,1.12,1.12,1.67,9.61,9.96,18.97,5
1305,7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.99612,3.3,0.53,9.8,8.41,8.25,15.34,1.31,1.32,1.73,0.94,0.97,0.7,2.85,3.96,2.44,0.57,0.85,0.86,48.26,24.19,24.09,88.19,88.91,88.97,1.86,2.39,2.4,3.94,3.31,3.32,1.3,1.21,1.85,10.21,10.56,20.17,5
1306,9.7,0.69,0.32,2.5,0.088,22.0,91.0,0.9979,3.29,0.62,10.1,10.61,10.45,19.74,1.47,1.4,1.89,1.0,1.03,0.82,3.45,5.16,3.04,0.6,0.88,0.88,44.26,22.19,22.09,91.19,91.91,91.97,1.87,2.4,2.41,3.93,3.3,3.31,1.48,1.3,2.03,10.51,10.86,20.77,5
1307,6.8,0.68,0.09,3.9,0.068,15.0,29.0,0.99524,3.41,0.52,11.1,7.71,7.55,13.94,1.45,1.39,1.87,0.77,0.8,0.36,4.85,7.96,4.44,0.56,0.84,0.86,30.26,15.19,15.09,29.19,29.91,29.97,1.86,2.39,2.4,4.05,3.42,3.43,1.28,1.2,1.83,11.51,11.86,22.77,4
1308,9.7,0.69,0.32,2.5,0.088,22.0,91.0,0.9979,3.29,0.62,10.1,10.61,10.45,19.74,1.47,1.4,1.89,1.0,1.03,0.82,3.45,5.16,3.04,0.6,0.88,0.88,44.26,22.19,22.09,91.19,91.91,91.97,1.87,2.4,2.41,3.93,3.3,3.31,1.48,1.3,2.03,10.51,10.86,20.77,5
1309,7.0,0.62,0.1,1.4,0.071,27.0,63.0,0.996,3.28,0.61,9.2,7.91,7.75,14.34,1.33,1.33,1.75,0.78,0.81,0.38,2.35,2.96,1.94,0.57,0.85,0.86,54.26,27.19,27.09,63.19,63.91,63.97,1.86,2.39,2.4,3.92,3.29,3.3,1.46,1.29,2.01,9.61,9.96,18.97,5
1310,7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.99612,3.3,0.53,9.8,8.41,8.25,15.34,1.31,1.32,1.73,0.94,0.97,0.7,2.85,3.96,2.44,0.57,0.85,0.86,48.26,24.19,24.09,88.19,88.91,88.97,1.86,2.39,2.4,3.94,3.31,3.32,1.3,1.21,1.85,10.21,10.56,20.17,5
1311,6.5,0.51,0.15,3.0,0.064,12.0,27.0,0.9929,3.33,0.59,12.8,7.41,7.25,13.34,1.11,1.22,1.53,0.83,0.86,0.48,3.95,6.16,3.54,0.56,0.83,0.85,24.26,12.19,12.09,27.19,27.91,27.97,1.86,2.39,2.4,3.97,3.34,3.35,1.42,1.27,1.97,13.21,13.56,26.17,6
1312,8.0,1.18,0.21,1.9,0.083,14.0,41.0,0.99532,3.34,0.47,10.5,8.91,8.75,16.34,2.45,1.89,2.87,0.89,0.92,0.6,2.85,3.96,2.44,0.59,0.87,0.87,28.26,14.19,14.09,41.19,41.91,41.97,1.86,2.39,2.4,3.98,3.35,3.36,1.18,1.15,1.73,10.91,11.26,21.57,5
1313,7.0,0.36,0.21,2.3,0.086,20.0,65.0,0.99558,3.4,0.54,10.1,7.91,7.75,14.34,0.81,1.07,1.23,0.89,0.92,0.6,3.25,4.76,2.84,0.6,0.88,0.87,40.26,20.19,20.09,65.19,65.91,65.97,1.86,2.39,2.4,4.04,3.41,3.42,1.32,1.22,1.87,10.51,10.86,20.77,6
1314,7.0,0.36,0.21,2.4,0.086,24.0,69.0,0.99556,3.4,0.53,10.1,7.91,7.75,14.34,0.81,1.07,1.23,0.89,0.92,0.6,3.35,4.96,2.94,0.6,0.88,0.87,48.26,24.19,24.09,69.19,69.91,69.97,1.86,2.39,2.4,4.04,3.41,3.42,1.3,1.21,1.85,10.51,10.86,20.77,6
1315,7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.99616,3.26,0.58,9.8,8.41,8.25,15.34,1.35,1.34,1.77,0.95,0.98,0.72,2.95,4.16,2.54,0.59,0.87,0.87,34.26,17.19,17.09,91.19,91.91,91.97,1.86,2.39,2.4,3.9,3.27,3.28,1.4,1.26,1.95,10.21,10.56,20.17,6
1316,5.4,0.74,0.0,1.2,0.041,16.0,46.0,0.99258,4.01,0.59,12.5,6.31,6.15,11.14,1.57,1.45,1.99,0.68,0.71,0.18,2.15,2.56,1.74,0.51,0.79,0.83,32.26,16.19,16.09,46.19,46.91,46.97,1.86,2.39,2.39,4.65,4.02,4.03,1.42,1.27,1.97,12.91,13.26,25.57,6
1317,9.9,0.44,0.46,2.2,0.091,10.0,41.0,0.99638,3.18,0.69,11.9,10.81,10.65,20.14,0.97,1.15,1.39,1.14,1.17,1.1,3.15,4.56,2.74,0.61,0.89,0.88,20.26,10.19,10.09,41.19,41.91,41.97,1.86,2.39,2.4,3.82,3.19,3.2,1.62,1.37,2.17,12.31,12.66,24.37,6
1318,7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.99616,3.26,0.58,9.8,8.41,8.25,15.34,1.35,1.34,1.77,0.95,0.98,0.72,2.95,4.16,2.54,0.59,0.87,0.87,34.26,17.19,17.09,91.19,91.91,91.97,1.86,2.39,2.4,3.9,3.27,3.28,1.4,1.26,1.95,10.21,10.56,20.17,6
1319,9.1,0.76,0.68,1.7,0.414,18.0,64.0,0.99652,2.9,1.33,9.1,10.01,9.85,18.54,1.61,1.47,2.03,1.36,1.39,1.54,2.65,3.56,2.24,1.26,1.53,1.2,36.26,18.19,18.09,64.19,64.91,64.97,1.86,2.39,2.4,3.54,2.91,2.92,2.9,2.01,3.45,9.51,9.86,18.77,6
1320,9.7,0.66,0.34,2.6,0.094,12.0,88.0,0.99796,3.26,0.66,10.1,10.61,10.45,19.74,1.41,1.37,1.83,1.02,1.05,0.86,3.55,5.36,3.14,0.62,0.89,0.88,24.26,12.19,12.09,88.19,88.91,88.97,1.87,2.4,2.41,3.9,3.27,3.28,1.56,1.34,2.11,10.51,10.86,20.77,5
1321,5.0,0.74,0.0,1.2,0.041,16.0,46.0,0.99258,4.01,0.59,12.5,5.91,5.75,10.34,1.57,1.45,1.99,0.68,0.71,0.18,2.15,2.56,1.74,0.51,0.79,0.83,32.26,16.19,16.09,46.19,46.91,46.97,1.86,2.39,2.39,4.65,4.02,4.03,1.42,1.27,1.97,12.91,13.26,25.57,6
1322,9.1,0.34,0.42,1.8,0.058,9.0,18.0,0.99392,3.18,0.55,11.4,10.01,9.85,18.54,0.77,1.05,1.19,1.1,1.13,1.02,2.75,3.76,2.34,0.54,0.82,0.85,18.26,9.19,9.09,18.19,18.91,18.97,1.86,2.39,2.4,3.82,3.19,3.2,1.34,1.23,1.89,11.81,12.16,23.37,5
1323,9.1,0.36,0.39,1.8,0.06,21.0,55.0,0.99495,3.18,0.82,11.0,10.01,9.85,18.54,0.81,1.07,1.23,1.07,1.1,0.96,2.75,3.76,2.34,0.55,0.82,0.85,42.26,21.19,21.09,55.19,55.91,55.97,1.86,2.39,2.4,3.82,3.19,3.2,1.88,1.5,2.43,11.41,11.76,22.57,7
1324,6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,7.61,7.45,13.74,1.01,1.17,1.43,0.92,0.95,0.66,2.65,3.56,2.24,0.58,0.86,0.86,36.26,18.19,18.09,34.19,34.91,34.97,1.86,2.39,2.4,4.03,3.4,3.41,1.44,1.28,1.99,11.01,11.36,21.77,6
1325,6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,7.61,7.45,13.74,1.01,1.17,1.43,0.92,0.95,0.66,2.65,3.56,2.24,0.58,0.86,0.86,36.26,18.19,18.09,34.19,34.91,34.97,1.86,2.39,2.4,4.03,3.4,3.41,1.44,1.28,1.99,11.01,11.36,21.77,6
1326,6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,7.61,7.45,13.74,1.01,1.17,1.43,0.92,0.95,0.66,2.65,3.56,2.24,0.58,0.86,0.86,36.26,18.19,18.09,34.19,34.91,34.97,1.86,2.39,2.4,4.03,3.4,3.41,1.44,1.28,1.99,11.01,11.36,21.77,6
1327,6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,7.61,7.45,13.74,1.01,1.17,1.43,0.92,0.95,0.66,2.65,3.56,2.24,0.58,0.86,0.86,36.26,18.19,18.09,34.19,34.91,34.97,1.86,2.39,2.4,4.03,3.4,3.41,1.44,1.28,1.99,11.01,11.36,21.77,6
1328,6.5,0.52,0.11,1.8,0.073,13.0,38.0,0.9955,3.34,0.52,9.3,7.41,7.25,13.34,1.13,1.23,1.55,0.79,0.82,0.4,2.75,3.76,2.34,0.57,0.85,0.86,26.26,13.19,13.09,38.19,38.91,38.97,1.86,2.39,2.4,3.98,3.35,3.36,1.28,1.2,1.83,9.71,10.06,19.17,5
1329,7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,8.31,8.15,15.14,1.29,1.31,1.71,0.94,0.97,0.7,3.05,4.36,2.64,0.59,0.87,0.87,34.26,17.19,17.09,91.19,91.91,91.97,1.86,2.39,2.4,3.93,3.3,3.31,1.36,1.24,1.91,10.21,10.56,20.17,6
